doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,RESUELVE,B,2023.0,0.0,0.6798,0.9788,0.1806,2,1.0,0.0476,,,,,8000,31,10,2,0,4.1,False
948442d3323745d97732d7f2a3171b63637f19990785d0d18054f1a999a49227,HECHOS_Y_CONDUCTAS,B,,0.0,1.0,0.9798,0.1619,2,0.5,0.0536,,,,,8000,44,4,1,0,3.147,False
948442d3323745d97732d7f2a3171b63637f19990785d0d18054f1a999a49227,RECONOCIMIENTO,B,,0.0,1.0,0.9903,0.2024,2,0.5,0.0,,,,,8000,41,4,0,0,3.37,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_00,B,2025.0,0.0,1.0,0.992,0.119,2,1.0,0.2679,,,,,7998,66,3,6,0,3.632,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_01,B,2025.0,0.0,1.0,0.9873,0.163,2,1.0,0.1389,,,,,7998,71,5,3,0,3.601,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_02,B,2025.0,0.0,1.0,0.9873,0.253,2,1.0,0.1808,,,,,8000,56,10,5,0,3.647,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_03,B,2025.0,0.0,1.0,0.9863,0.0417,2,1.0,0.2478,,,,,8000,72,2,7,0,3.855,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_04,B,2025.0,0.0,1.0,0.9936,0.1013,2,1.0,0.201,,,,,8000,54,4,5,0,3.588,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_05,B,2025.0,0.0,1.0,0.9926,0.1215,2,1.0,0.3516,,,,,8000,65,5,7,0,3.541,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_06,B,2025.0,0.0,1.0,0.9948,0.1186,2,1.0,0.1106,,,,,8000,60,4,3,0,3.551,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_07,B,2025.0,0.0,1.0,0.9922,0.0,2,1.0,0.3205,,,,,8000,54,0,5,0,3.583,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_08,B,2025.0,0.0,1.0,0.9918,0.0324,2,1.0,0.2153,,,,,8000,76,1,4,0,3.159,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_09,B,2025.0,0.0,1.0,0.9862,0.164,2,1.0,0.2137,,,,,8000,65,7,7,0,3.211,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_00,B,2025.0,0.0,0.9559,0.995,0.0476,2,1.0,0.0,,,,,7998,40,2,0,0,2.932,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_01,B,2025.0,0.0,1.0,0.9928,0.0,2,1.0,0.0,,,,,7999,46,0,0,0,3.242,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_02,B,2025.0,0.0,0.9845,0.9858,0.0819,2,1.0,0.0979,,,,,7571,36,4,3,1,3.28,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_00,B,2025.0,0.0,1.0,0.9873,0.0933,2,1.0,0.125,,,,,7997,62,4,3,0,3.602,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_01,B,2025.0,0.0,1.0,0.9893,0.1553,2,1.0,0.2557,,,,,8000,99,5,6,0,3.445,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_02,B,2025.0,0.0,1.0,0.992,0.1543,2,1.0,0.3819,,,,,8000,75,5,11,0,3.268,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_03,B,2025.0,0.0,1.0,0.9927,0.0833,2,1.0,0.2344,,,,,8000,68,2,5,0,3.457,False
